correct_fill;cpf_died;cpf_dirty;max_value;days_last;charge_back;amount;class
0.280491231;0.50440355;0.336954232;0.667774454;0.462632485;0.90391468;200.01;0
0.227869612;0.488393923;0.265077907;0.689387887;0.436239904;-0.236070161;0.76;0
0.291182554;0.547143277;0.222340089;0.730838536;0.454265699;1;20.22;0
0.093274753;0.499889922;0.44691754;0.712527619;0.414785847;-3;10.84;0
0.240017237;0.527910324;0.653080977;0.704455158;0.42611621;0.027093684;1142.02;0
0.260650274;0.526574813;0.54246961;0.736179692;0.431098855;0.474083926;149.9;0
0.299545095;0.528814424;0.403119573;0.730914333;0.434764338;1;89.4;0
0.30691702;0.521410091;0.535344323;0.711479083;0.436968037;1;26.72;0
0.230898851;0.521392073;0.33656268;0.717772097;0.454694382;-0.170445303;5.99;0
0.251983269;0.526131353;0.43395393;0.721451599;0.435864757;0.286323562;34.7;0
0.2253203;0.498306309;0.505520887;0.694356555;0.430050408;-0.291297974;54.99;0
0.346930574;0.544693666;0.433254324;0.729628112;0.438309823;2;7.55;0
0.29862828;0.523359192;0.47738332;0.706387713;0.435401299;1;19.85;0
0.383958697;0.571875854;0.485457057;0.688822093;0.418717654;3;28.28;0
0.268016879;0.524808691;0.473036794;0.724693935;0.433149074;0.633672661;15.99;0
0.262746979;0.531197019;0.286940821;0.743734605;0.433469942;0.519506544;2.69;0
0.238679987;0.495910448;0.459037035;0.706680121;0.43782428;-0.00187625;22.36;0
0.310837563;0.532012601;0.539453742;0.553618226;0.447577209;2;0.78;0
0.293748943;0.52427549;0.282777627;0.72471974;0.430659888;1;168.56;0
0.22197658;0.556709791;0.658859118;0.614581006;0.389211446;-0.363735716;0.76;0
0.180225351;0.5865918;0.449763955;0.672928064;0.427622774;-1;9.47;0
0.239908673;0.489598705;0.356910299;0.679692049;0.438340882;0.024741782;21.8;0
0.197326448;0.554674754;0.444675027;0.71761761;0.435849552;-0.897751526;14.48;0
0.306853605;0.473522424;0.50718305;0.592245407;0.437710972;1;1;0
0.293155793;0.52152876;0.602647264;0.70602135;0.43725572;1;1;0
0.326505947;0.511026238;0.381366364;0.690461882;0.43882953;2;70.6;0
0.290773349;0.529002075;0.42131138;0.724123265;0.436430001;1;19.77;0
0.290001797;0.518212475;0.39575044;0.730711984;0.438954409;1;1.18;0
0.290001797;0.518212475;0.39575044;0.730711984;0.438954409;1;1.18;0
0.290001797;0.518212475;0.39575044;0.730711984;0.438954409;1;1.18;0
0.290001797;0.518212475;0.39575044;0.730711984;0.438954409;1;1.18;0
0.399471731;0.541903647;0.520406001;0.65896394;0.430316475;3;81.13;0
0.248121924;0.507951736;0.309410394;0.726879888;0.431335504;0.202672107;50;0
0.219376342;0.510915499;0.402740928;0.708823105;0.441220776;-0.420066767;86.43;0
0.281435832;0.506671883;0.409492647;0.75049039;0.442211613;0.92437833;11.83;0
0.173819707;0.519250501;0.467764481;0.698873515;0.430961087;-1;49.95;0
0.231144183;0.529679087;0.255230237;0.732032103;0.440035569;-0.165130479;9.12;0
0.162853184;0.548759871;0.2354926;0.733094308;0.43378703;-2;104.94;0
0.355014125;0.558130224;0.574695397;0.717061699;0.454247928;3;4.68;0
0.173533656;0.522864576;0.476193233;0.707793092;0.433403015;-1;62.92;0
0.136294506;0.507405005;0.304497588;0.707097995;0.398543938;-2;18.31;0
0.173820078;0.525555694;0.48509115;0.716784169;0.43425421;-1;80;0
0.223762621;0.496406953;0.384632698;0.709900592;0.437357518;-0.325043259;32.51;0
0.174468047;0.529649338;0.49308235;0.726306267;0.432085516;-1;39.95;0
0.291850542;0.525124344;0.543271578;0.72385714;0.435388256;1;68.74;0
0.174033676;0.5310184;0.502148765;0.734908011;0.433170237;-1;79;0
0.269060917;0.552964521;0.564868518;0.713441104;0.426815972;0.656290499;5.9;0
0.158061907;0.639457213;0.292214953;0.65465794;0.314144354;-2;7.69;0
0.359376216;0.535244778;0.471276525;0.69812126;0.430848819;3;79.91;0
0.297696925;0.472876078;0.436563862;0.732918112;0.437947099;1;552.18;0
0.208684486;0.487534982;0.324305042;0.716183424;0.438639734;-0.651693123;67.3;0
0.13738377;0.565636536;0.666805224;0.654410523;0.4135477;-2;21.97;0
0.219201066;0.51831981;0.469241503;0.717360141;0.442150898;-0.423863928;4.99;0
0.213650761;0.548575814;0.541996026;0.689143004;0.437896664;-0.54410468;11.99;0
0.17532823;0.533191168;0.51194442;0.743990286;0.434681583;-1;124.67;0
0.179795311;0.515897724;0.538804571;0.747555824;0.471963326;-1;919.6;0
0.214503643;0.549678937;0.564876076;0.69669496;0.434644241;-0.525627996;30.9;0
0.315461774;0.51429154;0.40250476;0.70705384;0.434776989;2;459.39;0
0.244547877;0.538250913;0.434741418;0.716469343;0.462295593;0.125244627;37.13;0
0.255848081;0.522730727;0.568055866;0.718869979;0.434284295;0.370050109;1.98;0
0.154671338;0.509879794;0.422701616;0.724494724;0.433039252;-2;15.89;0
0.172857493;0.766500717;0.4983487;0.644961271;0.56123072;-1;8.95;0
0.312163209;0.521646663;0.299643174;0.718975166;0.434752486;2;268.78;0
0.274728223;0.513354529;0.419947809;0.704971888;0.444656226;0.779065948;2.99;0
0.270089986;0.50323699;0.509564177;0.722675292;0.426737616;0.678584065;322.44;0
0.377153091;0.554961793;0.415093052;0.650049869;0.465738948;3;937.69;0
0.212489484;0.483475681;0.386719563;0.71217629;0.439375978;-0.569262362;69;0
0.241756017;0.508427159;0.458039807;0.699175885;0.447259336;0.064762303;2.28;0
0.18403409;0.498061417;0.529031379;0.730585532;0.437104351;-1;7.21;0
0.268366988;0.522467327;0.566814159;0.720027366;0.434432732;0.64125736;1.29;0
0.236506197;0.529812532;0.457823242;0.733744253;0.435528475;-0.048968822;17.8;0
0.234167773;0.525504522;0.478205799;0.724035467;0.441960685;-0.099628002;14.98;0
0.204265011;0.552602953;0.430957775;0.710260886;0.435768058;-0.747435801;159;0
0.226605656;0.500102979;0.327673882;0.711894886;0.433754993;-0.263452268;142.71;0
0.281146635;0.520079447;0.307439269;0.721377133;0.432545479;0.918113222;84.39;0
0.114928785;0.505356269;0.470371074;0.731384335;0.452938499;-3;182.95;0
0.218599643;0.501899563;0.595065448;0.643699813;0.429453468;-0.436893036;23.27;0
0.211003908;0.561427186;0.53842158;0.683315927;0.384273037;-0.601445607;9.99;0
0.289894894;0.526730661;0.581572769;0.721132986;0.435863076;1;4.19;0
0.390835376;0.463069129;0.51927587;0.760940914;0.398734458;3;3828.04;0
0.296824397;0.525225712;0.304502382;0.718564745;0.43851635;1;35.97;0
0.296700431;0.526846405;0.595434029;0.71949489;0.43702892;1;1;0
0.27824458;0.530373285;0.534926909;0.713342139;0.42906315;0.855243644;24.57;0
0.289659834;0.50590148;0.520331033;0.667618837;0.437440858;1;1;0
0.347132578;0.533759937;0.359043166;0.722073857;0.433374762;2;148.43;0
0.2398622;0.524613326;0.358636237;0.732795825;0.429351124;0.02373499;25.8;0
0.119552746;0.530864488;0.523340214;0.690850863;0.403542551;-3;110.4;0
0.167861527;0.480884575;0.504039226;0.713313925;0.435729473;-2;13.95;0
0.293241809;0.512198779;0.505376795;0.70967066;0.433147917;1;9.99;0
0.42158612;0.569913039;0.452598179;0.661376996;0.522161452;4;937.69;0
0.291975306;0.523742194;0.591781855;0.711588486;0.43716309;1;54.99;0
0.354994059;0.553036316;0.466922317;0.726514334;0.433702653;3;31.17;0
0.274245863;0.519392862;0.376719107;0.714636965;0.433255885;0.768616206;23.88;0
0.232811489;0.508788358;0.430674603;0.700066589;0.447051003;-0.129010287;4.49;0
0.125631556;0.579780453;0.591119697;0.675309081;0.4200338;-2;137;0
0.42690603;0.558228719;0.407185171;0.676919154;0.440601715;4;37.89;0
0.133976685;0.518846086;0.573857676;0.645651528;0.416319593;-2;82.29;0
0.270760708;0.516748741;0.485838807;0.703541246;0.433645623;0.693114454;2.69;0
0.1830339;0.555847696;0.460862257;0.715899593;0.435360664;-1;20;0
0.24460076;0.534500322;0.323099191;0.69352397;0.443992854;0.126390269;29.99;0
0.218104009;0.52868798;0.632287895;0.707581244;0.442472931;-0.447630349;40;0
0.256713772;0.523944363;0.436672357;0.72251313;0.434654937;0.38880429;160.86;0
0.230897092;0.542634387;0.28224022;0.726816429;0.444938555;-0.170483422;8.93;0
0.357440664;0.551510702;0.37094702;0.732794659;0.434841473;3;6.24;0
0.257448184;0.509450306;0.475139618;0.709671027;0.43006145;0.404714451;230;0
0.368082576;0.651989607;0.442156237;0.623070006;0.453224239;3;43.71;0
0.295784433;0.517204143;0.551936306;0.70159572;0.437809745;1;165.55;0
0.273782965;0.500082745;0.340921882;0.710742202;0.440320731;0.758588063;113;0
0.181212774;0.522436597;0.467933308;0.728053744;0.430708776;-1;1.54;0
0.298727317;0.532424382;0.579083474;0.697111814;0.425138285;1;10;0
0.195888999;0.499479073;0.34125192;0.743055934;0.436702008;-0.928892144;8.8;0
0.296452414;0.529348287;0.359951075;0.719965652;0.433542761;1;5.97;0
0.219076639;0.543894655;0.58197858;0.680465504;0.437166843;-0.426559487;15.93;0
0.299124159;0.527038369;0.586816448;0.70723018;0.411286067;1;10;0
0.225415648;0.512859873;0.606489722;0.710801742;0.449415204;-0.28923239;3.87;0
0.298467519;0.530171159;0.594388548;0.716345446;0.410389914;1;10;0
0.249675599;0.531468851;0.464893283;0.699700403;0.431486977;0.236330632;35.97;0
0.323929872;0.543678716;0.274069837;0.715894128;0.432867033;2;22.37;0
0.268924488;0.515899204;0.392111694;0.710207006;0.434213981;0.65333494;4.57;0
0.284637926;0.54245281;0.415960798;0.70346551;0.43561126;0.993747888;23.57;0
0.209866088;0.552652009;0.563568181;0.676605916;0.441788889;-0.626095126;13.99;0
0.252516289;0.508269035;0.373468386;0.706263137;0.431583514;0.297870796;226.07;0
0.295937803;0.534710963;0.486563259;0.725794534;0.443543615;1;148.81;0
0.322300707;0.511880241;0.260878607;0.685659277;0.440252165;2;58;0
0.259646224;0.529245238;0.510982441;0.729817494;0.43407283;0.452332378;1.29;0
0.112414344;0.472859023;0.456997056;0.732938357;0.426320687;-3;65;0
0.245393938;0.552416806;0.456044538;0.652604146;0.415882796;0.143573531;11;0
0.211393923;0.487552725;0.593860362;0.708970905;0.437430991;-0.592996395;257.3;0
0.204547261;0.552203661;0.456153512;0.708816258;0.435740739;-0.741321189;169;0
0.293731677;0.527266344;0.540992134;0.722609159;0.436753009;1;9.9;0
0.291280274;0.51884332;0.587058429;0.692459304;0.438735319;1;9.99;0
0.241737311;0.53193965;0.460648706;0.731471436;0.435873331;0.06435705;4.9;0
0.297953619;0.53251584;0.602613156;0.725260228;0.410779514;1;39.95;0
0.214305155;0.490458042;0.451197538;0.68068317;0.43964033;-0.529928018;15.36;0
0.290990801;0.534542318;0.415643347;0.737150156;0.436268514;1;9.9;0
0.284144984;0.533166388;0.497107532;0.703327596;0.42527515;0.983068886;6;0
0.284144984;0.533166388;0.497107532;0.703327596;0.42527515;0.983068886;6;0
0.284128422;0.53315244;0.4971091;0.703319554;0.425318271;0.982710096;6.74;0
0.284128422;0.53315244;0.4971091;0.703319554;0.425318271;0.982710096;6.74;0
0.24843923;0.525012087;0.540657421;0.717593529;0.433575362;0.209546164;170.43;0
0.255422442;0.761241194;0.463481997;0.469682826;0.483065932;0.360829162;0.89;0
0.243065554;0.50741927;0.377389158;0.705293359;0.447967458;0.093131865;0.89;0
0.21865146;0.502196209;0.462972244;0.703920848;0.427420154;-0.43577047;614.87;0
0.245267098;0.538461175;0.366755812;0.692186612;0.411027198;0.140825684;22.99;0
0.193041846;0.494448975;0.279686125;0.698190673;0.426389947;-0.990572327;71.26;0
0.215986245;0.548514568;0.630514608;0.706655189;0.433343784;-0.493509205;127.69;0
0.261284994;0.51556373;0.641377549;0.693244668;0.433980451;0.487834384;1.98;0
0.227556497;0.518741712;0.422107029;0.730487713;0.449656829;-0.242853437;6.45;0
0.262734233;0.520578163;0.565704805;0.706228763;0.434556131;0.51923042;1.29;0
0.377776947;0.536533034;0.468819943;0.688464427;0.436434533;3;184.31;0
0.226073741;0.506108895;0.431389586;0.698664112;0.450547775;-0.274975575;500;0
0.229169011;0.536643678;0.456217919;0.667050179;0.43599881;-0.207920238;10;0
0.180609015;0.529564045;0.453871076;0.722332512;0.453674399;-1;1.79;0
0.19038506;0.518621346;0.538934684;0.65782658;0.447101758;-1;10;0
0.297126707;0.528350545;0.531488351;0.731964318;0.435260872;1;20;0
0.300396056;0.493977837;0.588168775;0.721986166;0.424404715;1;700;0
0.291625335;0.514496964;0.514499926;0.674206296;0.437563431;1;22;0
0.265758353;0.523863786;0.384506783;0.716421291;0.433206043;0.584744387;2.28;0
0.377396892;0.560254991;0.452520865;0.703886131;0.44518643;3;65.26;0
0.244073317;0.521959352;0.38133829;0.72932602;0.446592839;0.114963844;0.99;0
0.25859909;0.485517721;0.604615919;0.625628926;0.434121943;0.429647454;1;0
0.267297174;0.543171659;0.431030957;0.729890855;0.40187775;0.618081105;44.2;0
0.345785245;0.602925629;0.606350275;0.72097922;0.474575824;2;5.42;0
0.230438207;0.552555392;0.539598499;0.699286436;0.436463456;-0.180424614;42.9;0
0.178166489;0.498633523;0.471935641;0.692509341;0.431898593;-1;355.51;0
0.218978124;0.521601485;0.527582424;0.721078317;0.448205507;-0.428693695;0.89;0
0.391619891;0.556486091;0.193567117;0.678809636;0.425734832;3;71.69;0
0.220334519;0.524240738;0.338165557;0.72516067;0.43763657;-0.399309007;2.29;0
0.248950919;0.522269936;0.414885128;0.714214251;0.433976037;0.220631301;1.29;0
0.227769155;0.514401302;0.546751044;0.714778849;0.42413748;-0.238246455;27.99;0
0.281275485;0.590639049;0.311155832;0.682270701;0.440838586;0.920904617;23.63;0
0.214051596;0.557092446;0.167767265;0.731859396;0.43305764;-0.535421073;48;0
0.283309932;0.521774386;0.423763908;0.705078145;0.432236987;0.964978491;318.5;0
0.261302368;0.529801617;0.357561086;0.731366902;0.434841128;0.488210755;6.47;0
0.302172863;0.52494898;0.470784492;0.723428753;0.434630732;1;224.97;0
0.31701575;0.544289368;0.559629012;0.721156031;0.43119488;2;75.83;0
0.267281092;0.522154659;0.568439485;0.705354191;0.433739537;0.617732707;1.98;0
0.28779629;0.527040439;0.417698387;0.701607101;0.433606511;1;1.98;0
0.226488651;0.508340148;0.492908049;0.695725502;0.447158737;-0.265987044;4.65;0
0.310598391;0.531822464;0.426970497;0.731574515;0.441720024;2;23.32;0
0.286993286;0.532747195;0.51867686;0.730051298;0.435942032;1;8.09;0
0.163456976;0.533398738;0.595742921;0.657444047;0.4177974;-2;82.29;0
0.149594903;0.53884929;0.692709632;0.696112718;0.420270927;-2;99.95;0
0.29456991;0.529527068;0.574227408;0.725968468;0.448284359;1;20;0
0.292666466;0.523646839;0.395835822;0.718852389;0.438497125;1;127.75;0
0.285596903;0.525477441;0.297117973;0.717698947;0.456254625;1;20.7;0
0.263872582;0.613004983;0.289828244;0.708344705;0.432942301;0.543891399;1.79;0
0.302147469;0.523670837;0.394857805;0.714683155;0.437805385;1;37.2;0
0.292617403;0.510350301;0.508067497;0.665467527;0.429780399;1;1;0
0.155684227;0.57123611;0.432212822;0.662188838;0.428382328;-2;32.77;0
0.235202508;0.541983059;0.418380735;0.704727689;0.423603789;-0.077211689;5.99;0
0.187190007;0.510699057;0.450691116;0.704498179;0.447419776;-1;0.89;0
0.226266815;0.558767926;0.509935214;0.733795396;0.433059452;-0.270792868;63.9;0
0.211187306;0.519794971;0.414493722;0.699184431;0.439986115;-0.597472514;6.45;0
0.255600029;0.507258866;0.511681082;0.692061779;0.433674839;0.364676364;61.18;0
0.274142759;0.523926659;0.549877708;0.701490783;0.439199876;0.766382585;9.99;0
0.22695901;0.485764567;0.383266825;0.71222588;0.443513657;-0.255797283;196.7;0
0.215485557;0.539549446;0.556505912;0.680260717;0.420021549;-0.504356014;79;0
0.293488807;0.529865799;0.572600713;0.721193414;0.436740522;1;137.3;0
0.19872117;0.506559169;0.212645832;0.747448084;0.431877208;-0.867536533;39.94;0
0.196603945;0.498868163;0.426484774;0.746952184;0.435454361;-0.9134037;1.98;0
0.277024743;0.524007915;0.572769799;0.708978418;0.438030101;0.828817335;12.99;0
0.285206678;0.524562883;0.529410895;0.727837094;0.423911688;1;153.91;0
0.109173431;0.457967598;0.402756771;0.692132925;0.437780027;-3;101;0
0.215082272;0.534412928;0.414657185;0.69576079;0.443133808;-0.513092693;10.27;0
0.172238594;0.769589009;0.505911501;0.654098229;0.560132637;-1;8.97;0
0.280882359;0.525480463;0.408384629;0.721936176;0.439211527;0.912388004;1.19;0
0.273335997;0.535532745;0.424118555;0.734262269;0.43500525;0.748905031;45;0
0.194729751;0.529814762;0.514489688;0.700645218;0.409214863;-0.954005872;95.56;0
0.29864325;0.523867373;0.264604912;0.73392248;0.44341398;1;13.99;0
0.261945054;0.515975381;0.575000753;0.697414027;0.433692;0.502133796;12.99;0
0.257827395;0.513733208;0.476417349;0.718533728;0.426258464;0.412929594;526.96;0
0.191920515;0.546714321;0.416425507;0.708835314;0.44323687;-1;70;0
0.266650307;0.559767708;0.440982451;0.711996493;0.417564553;0.604067511;4.38;0
0.298192849;0.526822933;0.355897288;0.714297856;0.438041019;1;12.99;0
0.331595772;0.527303879;0.342200613;0.715167218;0.451582169;2;24;0
0.262332414;0.494930718;0.330897768;0.688032159;0.438924572;0.510525488;1;0
0.246195083;0.520394463;0.288306823;0.716905087;0.422592431;0.160929385;17.56;0
0.282929905;0.516725036;0.647368143;0.689188737;0.439650152;0.956745644;12.99;0
0.37426749;0.546740663;0.304603865;0.711276611;0.440393731;3;18.96;0
0.270198778;0.534488349;0.2803678;0.743975572;0.435845373;0.680940922;22.58;0
0.238605268;0.525029704;0.63905362;0.652651821;0.447686896;-0.003494934;99.82;0
0.213398091;0.5175016;0.20301134;0.71578911;0.416835058;-0.549578484;25.36;0
0.225727572;0.521299483;0.651818945;0.695867996;0.443907149;-0.282474919;7.81;0
0.300816809;0.530003383;0.288573085;0.733067943;0.43618788;1;18.61;0
0.243359376;0.506570202;0.500955409;0.69685006;0.446473921;0.099497167;49.99;0
0.268403888;0.523458809;0.375281584;0.725082803;0.434911682;0.642056748;17.24;0
0.20040061;0.54872763;0.477598896;0.704575729;0.434004193;-0.831153456;34;0
0.383647575;0.558974163;0.585324755;0.69348123;0.439893807;3;35.11;0
0.250323523;0.487542465;0.617140233;0.641574387;0.399820732;0.250367121;1;0
0.266312796;0.524797764;0.255335683;0.726352951;0.433489077;0.59675572;29.95;0
0.297710434;0.527259697;0.417649518;0.738203204;0.435131002;1;45.3;0
0.298441323;0.528614558;0.470411076;0.705331169;0.44722121;1;79.18;0
0.228491696;0.514863841;0.277553316;0.71806477;0.460071021;-0.222593449;26.98;0
0.254852789;0.504530608;0.60146925;0.698515551;0.43745944;0.348488289;1.98;0
0.189384043;0.541997099;0.373698402;0.738702099;0.431089926;-1;42.81;0
0.123455755;0.563064217;0.397155571;0.722039476;0.447620039;-2;25;0
0.287351508;0.530823316;0.420101361;0.731094941;0.439454831;1;0.99;0
0.22813713;0.521033771;0.547026217;0.720710063;0.448241476;-0.230274702;7.14;0
0.251056742;0.526559702;0.433421492;0.721243685;0.436101715;0.26625144;9.99;0
0.234234379;0.497241464;0.396136568;0.708550638;0.432576825;-0.098185059;32.51;0
0.243013247;0.499522189;0.607134076;0.704262602;0.444152188;0.091998678;8.99;0
0.240331603;0.519030517;0.370357252;0.718260716;0.431843852;0.033904054;10;0
0.369305612;0.58037295;0.383696359;0.702167577;0.422320232;3;10.62;0
0.213818215;0.604844339;0.380412815;0.668906392;0.483962001;-0.540476996;4.81;0
0.265514777;0.587921077;0.148098558;0.704609608;0.37455205;0.579467599;12.2;0
0.279656537;0.504021081;0.514965413;0.657716064;0.434904703;0.885832028;12.31;0
0.239389296;0.516724308;0.216099151;0.720843416;0.446458142;0.013490103;2.69;0
0.286111697;0.524479708;0.440717218;0.688155135;0.423130916;1;100.37;0
0.352266191;0.580801362;0.656524121;0.704053697;0.419824978;2;1.5;0
0.216464225;0.519175083;0.46170177;0.709916943;0.43372265;-0.483154333;1.98;0
0.285173662;0.532623153;0.65926908;0.717950585;0.389260819;1;2.98;0
0.212869362;0.491386581;0.627529096;0.675922284;0.432788419;-0.561032758;18.94;0
0.276271188;0.523312158;0.531874197;0.727668225;0.440344446;0.812492451;10;0
0.292118947;0.522650512;0.291116177;0.742563383;0.449626782;1;13.28;0
0.240553802;0.549878407;0.253065247;0.711890084;0.448022934;0.038717734;5.96;0
0.280425292;0.526717785;0.369415011;0.734512647;0.435753395;0.902486189;31.8;0
0.247588168;0.520108274;0.568077151;0.718163255;0.429683305;0.19110892;120;0
0.156752429;0.551948547;0.139243933;0.718265684;0.445159148;-2;24;0
0.287812144;0.534734336;0.525533025;0.711473919;0.448117413;1;231.71;0
0.278698737;0.517723848;0.286350505;0.692082922;0.433194916;0.865082434;13.53;0
